1 2 3
94 110 3565
103 65 6138
45 69 6052
92 67 7172
95 43 8352
10 18 12266
57 16 7835
14 98 9804
2 54 3998
110 17 12137
17 105 9248
56 25 3861
54 42 8044
106 92 4984
45 55 2334
90 107 2218
94 20 1840
110 7 3004
105 13 5814
71 32 7654
12 53 1514
73 115 10896
41 50 12247
52 89 11972
18 66 13026
113 59 4043
32 4 5528
109 31 5066
57 71 4813
25 28 13319
60 20 10553
26 24 10817
15 58 8709
61 14 7943
115 78 5817
111 68 721
12 20 10100
86 78 3725
18 91 3584
59 20 1720
24 71 1828
24 48 7825
62 88 7208
110 56 4807
99 74 7232
56 16 3730
22 25 3208
8 42 8368
67 116 11906
9 107 3066
31 51 10407
103 112 10279
95 50 7003
21 9 13683
114 19 11016
49 96 9207
65 73 5920
66 81 11348
86 107 8718
17 37 13038
8 16 9673
2 70 5073
89 59 5410
44 116 9678
60 25 9028
111 9 2940
115 77 12758
24 98 6744
81 69 2356
33 105 3292
51 115 11525
38 83 11690
62 91 1036
70 106 4778
18 100 3781
45 22 5185
113 28 4346
67 49 8428
109 15 8548
74 112 2292
65 18 1398
78 14 1874
56 100 11750
11 70 2381
23 29 4001
17 108 5418
108 45 8875
36 27 12541
53 38 1203
116 46 6494
16 69 7670
33 31 10398
108 47 4421
108 56 7807
48 93 6441
22 84 3446
114 68 11609
23 59 10357
24 58 7366
42 37 12767
43 10 10965
58 68 10581
64 78 12332
52 38 5507
32 21 10998
105 10 4353
16 52 6808
7 56 10612
35 89 7304
64 27 956
41 93 11914
63 84 4857
24 8 7143
8 18 4439
117 45 5097
97 96 5882
105 67 8954
44 96 7994
41 91 4103
24 87 13235
23 80 1060
39 61 11963
1 58 6125
59 53 12139
38 92 225
41 88 12799
88 63 6081
108 71 10875
53 87 6461
28 64 9185
66 103 12300
20 86 4630
95 113 8634
117 73 7123
16 19 2619
37 68 4391
79 12 8176
22 35 6840
28 102 7638
15 62 982
28 59 2141
15 57 4481
82 68 7175
32 100 5096
6 69 11298
41 98 11182
52 98 10536
76 112 6765
108 49 1030
16 40 5299
91 65 8224
75 27 488
86 93 12296
24 59 10814
108 91 10335
50 27 11191
33 63 6954
78 110 1206
117 70 7887
58 3 4570
25 104 3758
25 24 8293
32 36 2273
63 105 2926
44 74 10464
19 25 6000
102 94 10607
115 69 676
65 99 6001
115 101 12485
75 26 6774
51 27 2243
39 20 2429
70 49 892
36 9 8728
81 79 6016
69 26 1072
103 23 3150
23 54 10383
43 60 1207
58 7 10777
94 111 3291
30 15 13413
71 15 6436
115 80 12310
62 39 11879
12 70 7153
78 113 2002
18 104 8683
49 5 11693
100 1 7288
70 97 4981
31 22 778
65 97 982
37 48 8093
55 35 10059
24 67 7151
58 77 9757
63 38 2462
3 81 5840
83 84 13359
98 75 8556
25 88 4531
92 2 91
21 83 1145
22 46 159
106 84 11751
49 103 12022
64 11 11865
21 91 11738
9 35 6125
43 66 4922
109 28 8481
11 48 5670
97 88 3128
50 49 6888
40 50 13065
67 37 9491
40 23 9699
22 99 7955
67 34 9816
115 88 3765
72 28 6167
100 67 11148
14 84 965
96 13 7175
17 29 11867
113 21 3269
13 93 3953
79 9 5628
53 35 1481
96 1 6585
7 17 10826
47 13 656
40 25 2259
16 92 9404
66 116 10553
37 12 6287
101 25 466
106 108 12400
114 84 13239
99 66 7347
71 52 12416
62 109 10078
30 8 6589
107 70 2041
8 3 11446
109 21 10583
74 37 5731
54 82 12997
14 89 3937
10 80 7299
6 32 7543
22 42 5903
64 112 10816
41 17 1021
95 70 1296
70 46 2113
51 25 13293
52 95 1279
20 85 3360
30 56 6076
33 8 12101
68 15 9781
42 65 7805
60 45 7624
68 112 5935
115 99 3050
60 66 2088
91 40 11817
34 56 2842
43 6 6355
68 109 7222
107 109 8424
46 94 7503
69 79 7254
19 86 5617
17 73 5379
49 78 3650
30 12 4848
55 11 6472
5 117 8509
55 105 145
60 54 2589
41 95 12261
36 64 6805
24 34 10459
116 41 6056
109 86 2019
57 3 1597
72 44 510
102 67 10714
56 58 3244
31 116 12350
105 18 10591
23 11 2298
7 66 4929
60 71 5284
90 69 9550
34 6 5830
69 63 1984
42 14 4586
110 61 7540
104 30 5644
18 16 9069
21 28 2782
15 49 332
111 49 228
55 43 7163
84 60 3343
8 41 3829
108 6 3675
28 95 10477
84 57 5021
12 54 8464
88 83 3717
68 3 10107
81 55 7455
40 22 12772
62 89 3581
60 58 12964
30 55 4234
97 75 3598
81 70 1031
25 42 4612
22 47 4691
68 24 5040
26 111 4655
44 48 8890
24 112 4404
39 23 2407
98 7 10631
114 11 1600
108 89 11270
38 13 10801
5 37 931
115 22 2814
48 17 3607
71 43 2800
98 20 8351
8 48 5898
20 5 6839
105 115 336
101 24 1742
110 2 2360
41 21 12065
83 28 6441
109 61 5270
81 73 12618
75 24 5819
35 31 323
30 113 7041
100 14 5222
57 65 7628
5 42 6852
83 58 9903
105 49 836
88 102 8444
62 40 9545
76 110 2260
1 49 704
101 104 5781
93 108 3821
82 12 4463
20 43 2340
31 79 3998
95 90 11932
102 97 4425
60 10 963
28 89 10745
109 93 436
55 31 1090
25 49 7045
111 12 9047
72 26 5486
52 108 5922
42 85 6433
34 84 5818
83 12 8152
84 75 3461
23 57 13439
109 63 2166
43 48 6712
12 3 6438
40 27 12206
58 85 9967
92 10 8154
10 110 3711
47 26 553
38 29 1060
54 31 9193
15 105 11677
13 69 7139
69 112 10188
96 48 3407
78 16 528
63 115 1040
93 33 2926
27 11 8732
79 90 178
2 112 8617
35 18 12419
62 51 5527
44 93 9616
114 34 10036
39 41 13625
67 108 3265
108 1 7161
103 16 836
1 91 4615
107 113 11364
56 93 940
63 30 334
86 83 4795
17 6 4099
108 21 10540
37 88 5381
116 23 6457
88 91 1254
45 81 3773
24 37 5106
44 36 6663
62 76 8741
63 46 6143
103 104 18
21 99 11241
55 80 12073
46 86 1686
57 75 10886
6 64 1856
80 49 8571
5 107 4995
79 102 2456
83 47 9266
78 99 3038
66 34 9240
110 22 13516
12 73 4185
45 16 5606
28 38 2609
59 63 8507
115 8 7752
48 34 5829
84 111 5920
98 26 4506
104 74 8465
59 82 8160
108 36 7433
61 90 11246
100 74 7592
42 43 2353
88 73 5073
3 55 1588
117 88 5865
112 83 1594
115 100 6027
20 104 8263
20 49 674
5 99 515
72 108 6037
103 20 12969
80 36 12751
112 110 1416
95 55 3288
106 89 6929
97 28 7320
3 16 3645
2 25 9951
6 95 7272
9 72 12217
105 71 2703
112 44 3511
117 46 7739
19 115 3589
45 30 11205
113 12 6095
86 35 1349
110 25 6041
54 6 1064
44 41 9152
61 97 4061
94 61 7061
73 2 11076
5 15 8431
4 77 10124
117 109 4894
12 61 7149
9 24 6432
52 27 9410
39 13 6892
20 102 524
9 12 5328
89 91 9539
87 23 1769
33 52 6090
103 10 7997
37 99 2641
72 77 12249
109 30 12233
1 56 5766
24 79 9369
9 5 3950
20 28 10085
62 14 9510
36 56 3317
100 107 10996
78 74 7938
58 16 7720
75 44 7221
64 32 10863
82 109 8702
44 26 12256
3 73 1106
89 12 9930
85 86 8219
92 30 3226
28 67 5398
82 93 11274
114 111 2068
116 56 8780
88 56 5021
44 24 5156
85 34 6492
20 24 8578
30 87 3560
108 13 12366
76 98 11179
31 100 10236
66 73 12705
14 108 8262
41 55 6944
105 45 11691
15 60 13010
58 44 4885
3 102 5926
63 79 2841
10 76 11612
51 63 2296
42 81 137
35 112 3837
82 38 639
35 46 13405
90 82 5794
19 46 8728
53 104 612
17 13 1251
87 69 3075
66 61 828
28 99 12543
29 53 3048
100 78 6348
26 82 8451
41 51 10742
64 55 8073
52 111 2238
80 59 9202
78 25 702
32 17 13457
55 52 11880
62 34 9851
82 49 3732
109 78 4941
116 94 4385
42 28 2576
59 31 6802
63 116 1897
81 113 2158
103 111 9623
42 36 3087
78 66 5678
96 8 4716
97 107 3016
39 56 9516
3 42 5452
73 24 5149
63 83 2543
51 83 4141
56 96 10831
19 56 3939
75 46 841
46 85 456
82 5 2427
67 8 10263
56 6 10674
68 40 7589
56 4 10624
15 65 11029
15 88 1594
6 88 3323
79 84 2237
105 7 4689
103 114 10725
46 64 13016
12 67 7869
116 18 4048
70 83 9302
8 83 13127
74 102 1915
4 20 8613
2 26 4577
76 22 13496
116 69 7133
112 23 12176
16 20 4456
41 34 8089
86 49 9971
108 15 9661
79 104 11271
29 8 11176
5 14 1368
96 107 9691
39 53 3987
74 17 2224
60 98 4828
2 3 14
53 113 2040
103 115 4041
59 100 7254
80 108 1188
61 101 6394
80 63 5954
90 87 4112
55 49 11788
36 14 390
104 54 8834
90 84 868
77 53 9334
101 67 4008
105 111 10254
81 112 1650
40 31 7559
58 27 11508
80 114 161
10 53 11651
102 50 2119
115 50 12602
92 24 6150
33 79 1235
17 81 6341
10 90 5563
63 44 5826
10 37 7547
117 1 13588
109 84 13334
115 81 9032
67 5 7352
33 43 8120
79 67 8868
40 115 1277
86 42 3859
41 13 10605
84 2 8256
109 77 2141
45 56 6493
109 99 7377
102 47 12987
51 86 4948
59 8 11970
84 113 3774
11 113 2996
68 88 10259
64 39 12879
116 111 7726
101 100 4601
61 63 11789
43 93 13376
54 36 5914
26 67 4849
17 55 1543
10 87 1095
35 102 5640
117 24 5188
54 46 9154
20 35 6446
71 104 5008
83 93 13594
44 51 8983
36 17 8373
59 102 10193
39 114 5339
12 18 6397
36 58 2590
104 15 1133
108 113 182
26 53 8378
1 67 9511
79 73 5805
116 80 2525
4 87 327
78 112 10971
91 69 12257
51 65 1782
15 75 7432
99 59 12635
56 67 997
10 107 13112
108 40 1695
69 109 1601
39 50 6153
101 34 3759
71 114 10372
60 112 1611
33 102 6437
79 26 4410
62 72 10430
33 116 7993
16 22 3668
36 93 9256
68 105 1718
48 45 7344
12 48 9329
26 106 13414
47 67 7055
82 33 810
83 15 3985
56 69 7621
7 39 3752
82 115 5042
31 69 717
99 38 12275
56 24 7299
113 40 3262
71 54 1443
104 106 6673
101 2 2600
25 21 10493
110 68 8660
8 34 96
113 41 10721
115 111 6490
56 80 10777
28 11 9246
83 80 5581
101 52 3252
102 96 2893
37 83 6793
105 37 7584
28 3 9075
101 93 9834
104 2 4588
4 71 7434
73 108 5639
98 88 8007
29 73 12719
45 4 3944
3 95 2434
54 77 10225
79 101 10395
33 44 9309
106 14 6725
48 117 13187
20 33 9703
37 104 7543
92 58 13078
48 26 5062
108 16 10549
113 80 6240
98 109 8324
112 89 4313
80 88 3519
78 32 11952
20 100 6955
89 115 2431
64 82 8447
40 5 7304
103 43 10977
110 83 5846
11 38 4261
57 30 12614
32 72 1818
7 81 11547
88 108 12652
83 36 7832
54 113 7169
102 106 1249
18 61 6757
111 85 4002
9 113 153
109 54 12839
30 16 12058
89 81 4826
2 43 12892
12 39 4144
29 74 2166
50 44 9892
68 34 914
113 112 11895
12 50 3165
109 46 9706
56 89 947
39 8 12344
100 70 13001
13 37 5455
77 7 4040
40 63 5570
65 100 7134
3 40 11242
20 72 2597
32 97 8052
44 5 12564
40 94 7125
72 8 9234
52 57 3759
80 67 11753
73 25 3257
94 4 3225
74 24 725
111 40 7218
95 103 5185
7 52 3968
77 92 10794
104 73 874
104 21 12570
103 8 2759
50 31 4802
27 55 4480
73 64 12403
69 15 9310
69 102 7637
19 6 11919
90 11 7459
83 95 9581
90 32 5033
46 13 6281
23 27 3059
8 23 2434
19 17 12230
82 8 1240
37 80 13565
40 101 11421
73 6 5128
19 38 233
110 86 5990
18 53 11398
108 62 13217
22 59 9710
5 92 11762
45 115 7821
99 102 13517
42 117 7183
37 76 7433
10 106 6736
56 102 1324
99 32 10089
115 26 1407
98 49 11755
116 62 1391
32 93 11383
22 4 6673
10 3 13528
11 73 4631
72 43 3449
47 2 9304
11 25 7676
97 89 1438
89 51 958
58 26 13672
44 6 12873
66 94 7076
31 78 12412
64 109 164
31 96 7013
88 94 6400
117 36 4105
114 77 6073
4 13 1306
101 111 9462
75 35 129
75 14 4179
37 114 8504
37 86 11774
11 36 190
14 105 13536
98 54 2536
50 68 3215
60 92 6602
76 101 3794
101 59 7484
106 101 5487
108 77 5334
33 21 7451
71 102 6960
109 106 11266
75 40 3762
60 22 6897
38 80 12451
39 87 11357
35 96 1622
48 58 5732
74 58 13531
51 13 13040
92 31 2547
13 74 6405
86 45 4387
5 103 10120
4 58 9331
96 103 1458
33 27 1935
58 79 10463
38 87 9318
50 2 7349
38 64 8479
102 38 4606
95 82 11599
117 25 2252
30 69 2758
75 91 368
47 91 900
88 114 9679
116 104 10540
43 47 12986
14 59 6947
1 14 4317
5 31 13168
7 89 12031
5 28 13359
86 15 1729
13 44 11846
18 23 5068
8 28 3976
26 61 6398
55 57 5436
48 97 2216
4 15 261
86 62 2487
100 111 8885
83 57 8929
57 59 9229
89 45 12168
91 76 10719
24 57 10722
44 3 51
75 37 4534
22 7 12835
23 17 9589
5 109 5498
107 19 10839
98 40 3745
59 12 13679
69 106 2226
29 12 7498
79 105 3256
104 41 4053
77 95 3561
76 55 8931
53 48 1284
60 7 10879
103 89 8140
97 1 8797
102 64 12151
90 111 10110
116 110 4075
83 67 11002
59 9 4895
31 58 8674
104 75 5287
5 30 12560
102 19 1733
92 70 6661
56 78 10254
105 82 6773
84 56 9163
19 34 3026
65 50 8575
72 46 10407
92 61 10765
39 69 13563
88 16 11234
111 47 13318
22 93 5503
43 46 10743
86 104 8442
20 66 7942
14 24 3857
100 54 5740
34 16 13347
92 20 7851
68 80 4143
86 87 1400
77 116 656
13 99 3231
80 93 9354
111 106 9640
108 66 9263
47 18 5322
77 106 1679
57 104 11776
52 112 9876
80 85 11406
57 9 13069
61 78 6521
10 78 5406
62 79 12481
12 28 8876
111 73 9410
113 98 7784
75 60 12528
32 74 6604
90 76 1967
109 13 8490
21 29 9151
30 79 12926
21 62 4412
7 85 8547
34 90 456
40 74 12860
33 7 8429
90 117 9203
80 28 10716
113 61 5997
104 80 9379
26 80 7285
84 52 4817
19 13 6387
87 33 8439
71 47 5231
9 4 10340
17 10 6180
37 33 5710
65 60 4903
7 106 10135
69 8 9008
96 83 3799
109 14 6077
72 92 5483
72 10 8541
63 71 8555
35 116 13579
75 68 3966
61 2 9703
85 32 12499
58 5 12582
12 91 10891
84 55 10229
21 67 11229
87 56 11229
25 87 4318
18 43 11759
37 71 7464
30 88 10971
91 112 12948
2 62 7943
45 5 3253
21 23 6956
8 108 6019
15 98 1518
59 95 13158
35 111 1379
77 21 9502
58 32 969
27 57 710
97 116 11245
65 3 1528
66 106 3358
67 42 13506
28 54 13436
15 35 3544
107 12 11789
39 68 743
105 109 561
26 4 2578
87 19 9624
34 69 4019
28 46 12125
106 40 8844
4 8 8312
116 93 5253
28 23 11552
81 93 4197
92 98 12897
78 117 1192
2 45 8655
29 67 6518
76 87 11500
104 99 10858
60 37 1652
7 6 13152
38 56 11917
48 32 6101
76 73 13049
82 77 13175
38 117 3157
5 100 1803
67 14 4293
16 32 7980
39 73 4276
10 4 1430
101 116 10213
68 70 10006
73 62 11286
54 25 9449
5 8 9539
79 92 1552
59 47 3360
53 103 3830
103 18 11199
98 2 984
79 15 9344
85 13 5690
91 86 5062
103 60 2387
8 79 3955
18 24 8626
67 55 8999
85 24 5972
33 50 2606
40 56 1674
94 79 4490
27 39 10274
92 81 5032
19 117 1519
19 55 1467
108 11 11859
117 18 1776
14 4 1751
79 59 4373
46 111 572
114 79 6310
5 81 9302
51 26 1852
85 61 3844
6 91 10922
3 23 3087
19 75 6187
115 57 4289
102 62 9410
46 50 2236
65 104 6478
71 62 9306
69 38 10241
9 41 7860
31 91 1257
7 31 906
13 117 7171
105 36 9408
90 88 6950
67 112 8168
22 103 1813
113 90 5698
79 80 6572
99 24 3589
84 85 11927
41 24 5544
14 102 12632
76 23 12504
47 90 9902
3 110 10247
40 18 7399
17 112 6787
7 74 5161
111 107 13601
16 54 963
56 71 8318
103 92 8667
43 75 12832
20 21 9038
67 75 12625
94 37 6260
85 39 13480
80 86 16
26 38 4492
89 95 11622
56 44 10573
96 78 5474
74 30 13672
10 26 2436
45 35 5059
69 1 14
117 52 661
70 114 11232
18 31 266
15 16 12068
34 63 1001
33 114 7268
87 75 4229
33 60 8382
41 75 13433
29 97 13204
99 107 10471
41 27 4903
67 115 4633
18 85 13200
44 61 942
50 58 7602
7 13 9454
70 6 8915
78 65 2885
85 9 10180
7 21 13152
14 112 9682
29 72 7320
41 4 4314
30 35 9853
68 83 8421
93 27 11498
54 20 854
80 74 11523
5 112 6886
17 9 10492
39 16 4998
114 17 12773
88 64 1092
14 21 496
47 52 3552
67 111 359
61 70 4974
63 92 9762
12 44 12825
88 74 8705
34 37 4778
105 94 4170
88 59 744
49 58 8001
81 13 12270
93 78 11027
4 117 6393
98 103 8440
85 112 11576
61 60 2537
37 36 10551
91 96 1575
3 41 4603
72 103 10421
33 55 4774
62 29 2155
25 95 9818
44 77 3022
62 114 2012
1 46 8883
3 59 8978
99 50 10849
102 103 9074
38 59 9123
35 76 2339
15 114 10766
105 81 166
78 40 11574
32 18 656
10 54 6730
94 39 3690
19 22 722
61 99 1440
68 38 12564
96 116 505
98 55 13435
4 68 5794
2 80 6120
75 117 3089
77 73 4421
96 26 13437
88 18 3698
64 60 12181
94 82 3098
30 90 12303
103 27 13412
69 67 6420
28 105 5567
38 101 649
61 3 812
42 60 8774
30 29 3042
59 64 6030
51 105 4178
58 84 6884
65 19 5176
103 99 13523
57 95 3243
27 30 1578
69 70 885
38 65 12396
34 80 11715
110 11 4512
39 115 5073
3 70 7679
38 37 1538
94 29 675
13 12 5780
23 95 11775
25 57 7934
116 40 7663
71 11 10143
86 100 7531
73 82 9363
97 112 3337
8 114 13484
5 60 2833
35 48 12327
57 94 3708
48 59 1103
43 3 2748
79 18 12341
80 64 5782
52 17 10023
117 98 9796
14 48 8727
79 10 5455
109 10 851
69 111 13177
85 116 964
108 94 5649
85 98 13130
50 83 3029
60 46 4745
67 58 7333
26 103 1716
97 72 11874
91 43 6218
100 97 2153
37 106 11422
49 114 3174
81 53 3511
15 34 10888
9 14 4608
4 92 4448
33 19 12270
45 72 2656
114 109 7819
40 29 11563
91 10 650
14 46 5672
9 33 3880
85 2 6335
20 47 6656
75 100 9164
60 74 10810
67 72 8660
60 44 13071
29 105 10402
36 41 571
28 71 4843
117 2 6279
30 117 9541
117 108 5807
113 2 3365
64 22 7813
25 113 7395
4 59 8807
77 48 8312
78 26 9639
53 117 13487
10 73 5808
45 62 7228
16 99 2887
81 82 1997
32 113 9914
113 96 2348
69 54 6718
112 1 10476
79 75 5507
55 44 9729
57 113 11228
80 102 12893
38 107 11149
79 46 721
116 79 1279
17 96 2166
78 38 1944
64 1 11099
72 12 8744
8 87 12254
99 85 5304
21 24 12899
88 103 12342
84 104 1419
104 49 7461
4 74 3989
21 93 9504
16 27 11582
114 53 5643
52 40 2098
104 67 12300
81 65 2059
40 44 10890
93 111 2537
44 86 974
67 95 6190
103 59 9747
67 62 213
32 65 4684
23 69 4069
57 51 9415
37 45 3884
89 30 4231
107 35 13301
105 5 8444
65 49 5812
78 62 2592
40 86 7893
45 95 3831
73 114 7568
7 16 4846
50 28 1127
72 112 1858
74 91 7169
97 34 8768
101 33 4442
45 96 11337
111 78 9188
76 44 1601
59 65 11648
24 22 5537
84 9 12258
83 39 615
70 103 4727
79 27 1758
9 58 13515
91 81 7813
2 67 5322
108 74 4589
72 34 13176
64 7 970
112 11 412
33 28 6256
44 30 10322
72 49 6242
39 44 10004
90 19 6513
71 46 2630
72 60 10362
24 115 10460
85 95 10299
104 59 1401
113 46 604
22 87 5898
2 78 386
70 54 9541
103 40 13618
90 105 1638
101 14 4262
92 56 12303
54 101 7596
107 28 10073
8 80 10723
25 33 2302
50 15 7385
66 74 10421
18 34 11948
100 88 6512
57 46 11486
58 116 8851
62 104 11823
1 53 13335
43 7 11506
65 70 4466
16 83 2684
44 82 12888
52 36 712
48 55 8575
75 102 12700
84 24 9427
72 2 7824
63 20 6659
8 40 6436
12 114 9487
33 71 10867
4 57 659
9 20 3907
21 48 1120
67 78 10574
96 54 13629
62 94 1155
12 46 5817
94 80 13044
1 102 11102
19 18 7835
91 63 13667
21 95 12565
105 40 5578
16 11 5438
52 10 5348
107 69 9973
78 85 9761
20 83 2414
101 98 6954
52 68 1030
1 11 10820
31 26 9191
73 116 4793
76 99 6729
27 92 12712
70 23 12815
90 51 8107
27 107 10802
105 9 5653
81 100 6789
2 6 7221
49 12 397
12 75 7269
73 31 8332
28 91 10655
16 65 8263
32 59 12938
75 65 499
28 39 12939
64 83 12961
87 71 1167
18 64 5132
32 57 2835
117 105 11182
113 60 5912
31 104 6928
13 5 7106
52 73 448
67 114 1199
12 115 10559
109 71 8939
111 7 9057
48 15 5325
63 73 3765
113 27 7705
36 48 13142
115 95 1212
101 46 3968
37 8 9987
43 108 5927
38 108 9591
2 46 10414
51 19 7076
54 105 11118
89 3 7813
83 92 397
63 96 973
70 32 5289
86 22 9315
63 108 7360
110 12 12988
89 13 5374
61 86 8089
103 83 4496
60 77 9607
34 38 192
53 8 2366
94 95 3188
4 64 10873
67 84 7916
14 30 6226
39 100 5855
83 107 3437
70 4 5830
74 10 4228
1 47 4798
101 13 3688
116 51 1214
4 16 2011
37 29 3820
7 108 7328
44 64 12702
77 19 5847
110 9 4416
71 48 6950
97 95 2413
106 44 2991
27 22 3222
70 78 7724
37 116 5474
9 13 3250
62 41 8501
51 84 892
59 96 9747
31 49 10845
61 115 5643
24 29 630
107 76 9780
39 107 8420
14 115 3574
105 98 8860
40 10 10216
40 36 1853
75 21 3302
15 96 6641
18 108 1222
53 30 2086
43 9 9521
76 52 10123
41 12 7879
27 73 9201
111 13 10072
39 11 1869
11 6 9774
26 102 1450
76 113 5831
91 39 10053
116 5 2741
27 43 6376
12 71 11751
77 76 2914
78 75 3305
101 87 8081
100 90 12595
117 27 7675
54 88 9804
108 58 11140
96 104 11226
12 112 12706
74 98 4361
3 27 9139
88 1 6169
30 96 6191
43 115 1836
33 51 13578
25 65 11592
11 59 2459
51 102 3396
110 111 12573
50 47 262
83 74 12731
79 89 4116
20 36 6237
58 25 2520
94 76 6034
15 21 11432
56 51 11973
70 8 11337
7 73 3439
41 110 1720
44 79 5173
54 48 3741
107 94 9039
59 76 9860
17 57 1940
81 19 11310
84 29 11491
92 59 9026
8 78 9249
92 36 8493
42 99 5452
25 45 11367
40 87 7105
103 39 11617
89 18 3067
43 44 12322
17 71 2167
78 18 3778
95 93 3560
11 41 8734
67 106 8207
35 74 6775
82 23 2391
19 91 4855
85 3 1265
57 68 3746
57 18 4560
68 77 5213
31 47 11540
105 1 10141
79 82 2710
48 85 6007
89 57 5021
3 107 3037
76 46 3837
21 64 2217
5 95 13282
48 52 10325
17 87 11892
70 56 11325
115 44 13022
116 102 3573
94 42 389
59 111 397
46 18 9460
14 85 4573
69 37 3408
93 28 12836
102 18 5567
88 28 6033
43 34 1642
90 91 10399
13 73 12214
107 56 7300
65 85 9760
101 74 7370
10 5 8326
47 36 7285
48 92 12048
34 58 6093
22 65 2683
29 79 7598
104 19 1292
50 59 11675
93 54 4626
39 97 12761
67 43 1150
62 105 11937
16 75 12974
86 114 4460
113 93 3401
111 56 6766
55 83 2639
56 95 3603
51 36 11236
108 111 6067
45 76 10758
41 82 6612
57 69 5243
34 89 1848
42 87 3709
87 28 833
114 41 13081
56 46 6107
24 40 8631
12 55 1819
109 80 8425
23 12 6394
62 32 10079
19 80 2414
98 108 3863
79 11 6716
97 74 2028
50 76 12629
22 73 7548
29 69 12774
51 109 11112
110 49 2112
113 82 11561
17 22 2239
75 89 4052
93 51 2723
52 26 4834
1 90 5595
98 30 2352
104 11 12064
77 6 12940
84 95 11537
80 61 11222
113 116 414
22 90 8304
8 84 8959
42 68 12912
31 13 12360
47 56 12253
79 60 6146
31 75 9372
66 42 4235
15 117 9532
106 82 6036
72 47 3681
114 10 12772
46 27 13376
29 43 10977
23 26 7409
7 99 12049
115 91 3071
63 47 6267
6 21 6086
68 11 10409
64 81 6892
6 48 12209
89 68 11780
18 45 4641
62 27 2885
19 93 8022
47 30 11138
34 111 10655
52 86 4988
113 87 5889
59 69 10109
61 76 2654
109 37 10432
64 104 6976
62 55 4411
48 1 13386
91 114 3044
7 92 12301
56 113 13023
117 51 3745
58 97 10641
32 13 4419
67 27 9533
18 17 2209
53 108 6596
111 50 2355
4 46 273
117 34 12848
99 48 6046
45 24 3205
18 20 9860
75 99 10191
21 78 1609
16 101 323
76 89 6718
1 65 10608
36 101 8351
83 60 12490
82 30 7569
77 32 1235
70 1 6133
77 8 4592
75 8 11673
32 96 13319
4 62 4945
17 33 4449
112 86 5442
84 28 7206
103 30 1818
34 32 7471
75 76 4743
88 106 1554
66 79 12597
110 16 13268
108 20 11122
113 74 5019
15 70 10543
9 45 9670
107 41 7501
96 109 1827
113 13 7181
1 104 865
101 15 10543
41 68 1207
54 43 2040
87 109 5839
4 82 13466
12 31 1380
65 20 11331
61 64 12781
86 56 7470
54 84 4665
10 64 7838
96 65 3626
113 37 5127
96 114 8788
89 16 2386
114 36 3093
36 85 7307
91 92 59
97 18 4696
58 40 4261
32 28 5086
12 81 2795
45 63 6235
62 47 9195
113 110 8993
60 111 10245
42 20 8812
91 77 9629
77 18 2775
82 87 4485
40 57 3552
68 107 5050
27 112 1468
74 53 2240
8 73 7011
49 81 13313
61 105 10837
81 52 5764
24 47 7854
80 110 3565
80 17 3859
62 95 11356
5 110 9935
61 83 7247
44 113 8069
55 72 13625
26 50 10494
29 88 12186
71 61 5929
69 21 5559
38 90 2092
104 90 7161
23 13 8678
19 84 3302
57 111 13157
73 36 5869
56 81 13468
116 78 4392
54 108 6636
84 107 2489
76 66 4405
61 20 5530
109 6 744
104 50 1016
99 87 2870
92 40 7324
98 82 12343
109 92 12463
76 31 7966
10 49 61
19 78 8821
57 22 2345
115 7 1511
12 77 10796
70 19 5017
72 3 1387
37 73 3317
78 104 591
111 30 3315
74 71 3003
66 29 13144
94 84 11038
105 83 3235
114 112 5269
109 41 12445
1 15 13509
39 81 753
19 67 2603
54 22 9968
61 22 5564
86 103 2188
63 114 10561
62 33 2087
23 34 6690
85 117 7285
85 59 10330
97 59 7297
5 12 9926
29 82 4374
79 47 12124
22 75 10880
85 22 9624
76 65 9917
117 7 9195
85 40 5358
86 94 6747
1 23 10831
50 94 11121
42 103 12
45 57 8086
35 100 3704
31 38 3589
41 79 3434
85 70 3059
70 60 2633
55 102 8736
81 9 13244
53 97 8131
39 19 8229
95 65 10557
17 40 782
27 94 2711
13 97 1167
86 11 6012
55 68 9468
4 93 6507
50 3 12548
104 32 2758
5 89 11959
49 94 11258
53 100 1303
20 116 611
74 22 5120
78 101 3967
37 31 3231
56 115 11860
101 35 8392
106 81 7792
100 84 3788
52 42 1041
25 111 1463
73 43 4791
88 35 4089
88 76 1734
63 54 10944
47 49 12947
79 64 8999
109 40 757
77 13 256
34 60 1593
59 71 6437
13 33 4575
22 51 894
102 22 3508
56 73 5336
10 97 3027
66 17 5504
8 74 6604
73 99 12325
107 2 1880
45 50 4278
27 32 9302
38 109 12315
4 55 9249
59 36 1182
96 41 6329
33 78 1789
72 59 9139
54 39 2611
94 21 10990
22 28 2165
87 14 11583
5 91 4904
99 27 9154
110 87 3518
76 72 9903
78 34 684
31 85 9322
77 47 3482
59 16 1820
68 56 12929
13 70 5083
97 26 9015
28 34 1783
100 79 2361
39 75 4150
80 50 11653
46 51 5008
28 108 7264
50 101 546
46 88 4958
93 102 8377
99 26 11576
39 67 11251
44 21 7514
92 94 7967
35 72 6964
81 46 4661
72 68 1276
61 47 11279
106 107 617
88 24 2897
88 116 1495
62 10 10692
60 12 8545
110 18 13045
78 69 9134
74 36 1202
108 51 8160
106 115 8316
57 19 13261
